,created_at,hashtags,favorite_count,id,reweet_id,retweet_screen_name,lang,place,possibly_sensitive,retweet_count,text,user_screen_name,user_followers_count,user_location,user_name,user_screen_name.1,user_time_zone
4624,Fri Mar 20 02:09:24 +0000 2020,BigB PulsePolio Swachbharat FightagainstTB,107,1240822721438613504,,,en,,False,17,"This PSA by @SrBachchan positions the power of social messaging in Behaviour change communication. Also reiterates the role of celebrities in championing community messages. Throwback #BigB role in to #PulsePolio campaign, #Swachbharat #FightagainstTB  &amp; many other campaigns. https://t.co/BMArqoSAfJ",Chatty111Prasad,9146,New Delhi,Chaitanya Prasad,Chatty111Prasad,
4638,Wed Apr 29 18:12:39 +0000 2020,healthpsychology covid19,1,1255560644960702472,,,en,,False,2,"#healthpsychology, which helps us understand and influence behaviours that affect our health, could play an important part in effective #covid19 management https://t.co/Mwgnw55jZ0",SproutLina,32,"London, England",Dr Lina Eliasson,SproutLina,
4639,Sat Apr 11 20:39:53 +0000 2020,Covid19UK NHSheroes,0,1249074716427669504,,,en,,False,0,"''Cocooning'' said Dr David Halpern Head of the Behavioural Insights Team as they launched Herd Immunity. Murderous plan?! #Covid19UK #NHSheroes 
https://t.co/8CFxsqo3af",magwitch5151,2249,The Uncanny Valley,Captain Trips,magwitch5151,
4648,Tue Apr 21 17:30:50 +0000 2020,,3,1252651018774556675,,,en,,False,6,"Risk, trust and lies: Why behavioural science is so important during the pandemic. Exploring the research of @ProfHeidiLarson, @alex_freeman and @Sander_vdLinden https://t.co/DhJYQO2PEl",SBundell,1064,"London, England",Shamini Bundell,SBundell,
4653,Thu Apr 30 00:12:20 +0000 2020,Covid_19 COVID19,0,1255651163891888128,,,en,,False,0,"The #Covid_19 Communication Network is a reliable site for social and behavior change professionals, and other responders in need, to access and share high quality communication materials, tools and resources from global partners to address the #COVID19 
https://t.co/tnycZCurg4",osakakyoto_0825,1050,大阪 大阪市 ,あたご,osakakyoto_0825,
4655,Tue Mar 31 10:47:43 +0000 2020,,1,1244939426360328193,,,en,,False,5,Gloves and now Hand sanitiser has just arrived in our offices but one https://t.co/SLlQufcG0C,CheshireNo1,248,"North West, England",CWUCheshireNo1,CheshireNo1,
4657,Mon Mar 30 10:38:25 +0000 2020,mentalhealth COVID19,132,1244574697687220224,,,en,"बिधान नगर, भारत",False,28,There is an Indian Chief Minister who talks about #mentalhealth. Yes he exists. #COVID19 https://t.co/5E3hayhPgY,chhuti_is,8863,,Aparna,chhuti_is,
4667,Fri Apr 03 10:09:49 +0000 2020,remoteworking Covid19,5,1246017052642627584,,,en,,False,4,"Just as #remoteworking has been accelerated by #Covid19, the use of digital channels for financial services, as well as other industries, sees a huge uptake. This will cause more than a temporary behaviour change. It will become the new normal @Forbes
https://t.co/Hx25TXwtAN",asshoff,66,"London, England",Lennart,asshoff,
4669,Thu Mar 26 10:31:02 +0000 2020,COVID19 coronavirus,11,1243123288597057537,,,en,,False,7,"How can local governments communicate effectively with the public during the uncertainties of the #COVID19 / #coronavirus? On 30 March, join this free webinar and hear from academic experts in neuroscience and behavioral economics: https://t.co/fgTE9lu7vy - via @apoliticalco https://t.co/Kr5R507AWm",ICLEI,34000,"Bonn, Germany",ICLEI,ICLEI,
4675,Thu Mar 19 11:06:52 +0000 2020,,0,1240595591681302528,,,en,,False,0,@threadreaderapp unroll https://t.co/bod3CluGDS,InnoCiter,438,,InnoCiter (Carla B.),InnoCiter,
4678,Thu Mar 19 11:22:13 +0000 2020,coronavirus,0,1240599454803267584,,,en,,False,0,"Says it all: in Middle East, fascists hurried to applaud this British behavioural science as 🌍 best response to...  #coronavirus https://t.co/ncbuyH85iN",haifaa_k,998,"UK, Cairo, etc",هيفاء خلف الله,haifaa_k,
4679,Wed Mar 11 20:38:13 +0000 2020,COVID19,25,1237840273893294082,,,en,,False,2,My behaviour change intervention tonight was to buy some fun soap for the kids to encourage them to wash their hands more. I've seen very little talk of positive affect in current #COVID19 public health advice https://t.co/ype3BjeCp9,MarkATully,2453,,Mark Tully,MarkATully,
4682,Sun Apr 05 05:16:24 +0000 2020,COVID19,1,1246667985084964865,,,en,,False,0,"On 8 April, Gabrielle Lipton will speak with Otto Scharmer about using foresight to understand and change the present. The conversation will address how #COVID19 can and should affect behavior change and be an impetus for re-shaping broken global systems. https://t.co/yZ4wYJzVnW",mua_insurance,1703,"Cape Town, South Africa",MUA Insurance SA,mua_insurance,
4691,Thu Mar 12 15:58:21 +0000 2020,,124,1238132229961850881,,,en,,False,50,"Cocoon ? What, like wrap up, swaddle, hang upside down and wait to be reborn with wings? 

Cut the bollocks and start taking some sensible measures like other countries. https://t.co/NLgDp9jhvc",ParisDaguerre,5873,London and Paris,Dr (not medical) Lindsay Maxwell,ParisDaguerre,
4697,Tue Mar 24 18:26:18 +0000 2020,communications crisis PR crisismanagement COVID19 riskmanagement,5,1242518117273698309,,,en,,False,2,Great piece on the importance of #communications in a #crisis @irmglobal dep chair comments  #PR  #crisismanagement #COVID19 #riskmanagement https://t.co/bmDa4Pp4YG,VRobinsonPR,1571,"London, England",Victoria Robinson,VRobinsonPR,
4699,Sat Mar 21 09:27:38 +0000 2020,Herd_Immunity herdimmunity,0,1241295394853847040,,,en,,True,0,#Herd_Immunity #herdimmunity filmed around 11-March-2020 https://t.co/A9DgZVCWWN,cryptoanoop,66,London,Anoop,cryptoanoop,
4702,Fri Mar 13 00:55:33 +0000 2020,IndexFund remotework apps Covid_19 pandemic coronavirus,1,1238267418088296448,,,en,,,0,"Also wondering if this is a great time to setup an #IndexFund for #remotework #apps such as @zoom_us, play the long game, and reap the rewards of subscription lock-in as the #Covid_19 #pandemic forces behavior change that society keeps even after #coronavirus isn’t a concern ...",dbdriscoll,1823,#ATX via #DC,Dan Driscoll,dbdriscoll,
4707,Mon Mar 23 19:17:27 +0000 2020,,0,1242168602113069062,,,en,,False,0,Ọkụkọ ntị ike na anụ ife n' ite ofe. With maximum respect for those dt hv lost their lives. https://t.co/sOclcWOUUW,IZULICO,159,Nigeria,Izuchukwu Umeonwuka,IZULICO,
4712,Sun Mar 22 11:08:21 +0000 2020,COVID19 JanataCurfew,1,1241683128302727169,,,en,,False,0,India stands together in its fight against #COVID19 #JanataCurfew https://t.co/k2HfRk7gxd,Yasminetaj,575,"New Delhi, India",Yasmin Taj,Yasminetaj,
4721,Thu Apr 02 14:33:02 +0000 2020,COVID19 covid covid19uk,1,1245720904988078080,,,en,,,0,"How do we increase mask usage in the west? 

Do we need regulation? Nudge tactics? 

And why are the UK and US governments so afraid to promote the (obvious) benefits of mask wearing? Due to shortages? 

#COVID19 #covid #covid19uk",GiulanBlog,249,"Scotland, United Kingdom",Kieran,GiulanBlog,
4733,Mon Apr 13 08:34:14 +0000 2020,COVID19,6,1249616877397172224,,,en,,False,1,We're talking at the virtual @ICT4DConference on our behaviour change and prevention response to #COVID19 https://t.co/maInKKwYXZ,Every1Mobile,714,UK / USA / SA / NG / KE,Every1Mobile,Every1Mobile,
4735,Sun Apr 26 13:57:34 +0000 2020,,4,1254409288677756931,,,en,,False,2,“The problem with all forms of expertise in public policy is that it is often the most formidable salespeople who claim greater certainty than the evidence allows who are invited to jet around the world advising governments.” https://t.co/5srOhPYmgL,DrewMoghanaki,4654,"Atlanta, GA",Drew Moghanaki,DrewMoghanaki,
4737,Sun Mar 15 21:35:41 +0000 2020,coronavirus,0,1239304283784429578,,,en,,,0,"Tory nudge science treats the public like plans.
#coronavirus",greynomatter,2323,UK,GreyNoMatter,greynomatter,
4739,Tue Mar 31 13:08:24 +0000 2020,Covid19 climatecrisis,10,1244974828559441920,,,en,,False,8,"#Covid19 is changing societies’ behaviour. Which aspects of behaviour change could alter the way we live and work for the better, once the crisis is over? innovations that could cross over to tackling #climatecrisis? @NavrozDubash blog https://t.co/9jY2YzOnGd @CPR_Climate https://t.co/ReA9SK07PW",cdknetwork,13066,,CDKN,cdknetwork,
4749,Mon Mar 09 07:59:34 +0000 2020,PrecautionaryPrinciple COVID19,6,1236924577260937216,,,en,,False,1,"#PrecautionaryPrinciple &amp; #COVID19: individual-scale policies cannot stop a pandemic. Drastically pruning contact networks using collective boundaries and social behavior change, &amp; community self-monitoring, are essential, says @nntaleb https://t.co/3kwzxlYPSG @RECIPESproject",Jeroen_vdSluijs,1359,Jeroen van der Sluijs - Leiden / Bergen,Jeroen van der Sluijs,Jeroen_vdSluijs,
4756,Sun Mar 15 23:21:46 +0000 2020,COVID19,9,1239330983347752961,,,en,,False,4,"Here is an excellent visualization of the impact of community quarantine and individual behavior change in mitigating #COVID19. It explains why public health authorities are doing what they are doing.

Thanks for sharing this, Dr Annette M David!
https://t.co/rSmXSQMhI8",AlbertDomingo,1630,Republic of the Philippines,Albert Domingo,AlbertDomingo,
4758,Thu Apr 02 15:08:35 +0000 2020,COVID19 StayHome,1,1245729851887292416,,,en,,,0,"@noahrawlings Right, and a plurality of Nashville’s #COVID19 cases are ages 21-30, suggesting less seriousness about #StayHome from that age group.

It’s very, very difficult to induce effective behavior change.",freddieoconnell,6107,"Nashville, Tenn.",Freddie #StayHome O'Connell,freddieoconnell,
4761,Wed Mar 25 14:21:11 +0000 2020,coronavirus,0,1242818816834523142,,,en,,,0,"If there's one thing I hope the #coronavirus *does* kill, it's bloody Nudge Theory. That deserves to be buried at the Earth's core or fired into the sun.",MuftiOfMunchies,76,Everywhere on Planet Earth,The Grand Mufti Of Munchies,MuftiOfMunchies,
4762,Mon Mar 30 20:33:34 +0000 2020,coronavirus,0,1244724472134774795,,,en,,,0,"@mattprescott I can see the value in the 'Nudge Unit' helping to develop a more effective handwashing poster, but it's being reported that the head of the Unit, David Halpern is leading the uk's #coronavirus response. That would seem to be well out of a psychologist's area of expertise.",EUnotCoup,4822,Somewhere that's else ,#FBPE England is lost. Regroup & support #indyref2,EUnotCoup,
4773,Sat Apr 11 21:08:40 +0000 2020,Covid19,0,1249081959600590849,,,en,,False,1,"The UK government's response to #Covid19 has relied heavily upon behavioural science and a belief in its merits to control the response and perceptions of the population. 

Which of these are you to them? https://t.co/qETIbVnN7T",SbyBT,1189,,Target Audience Analysis,SbyBT,
4774,Fri Apr 03 06:54:27 +0000 2020,coronavirus COVIDー19 covid19,2,1245967885459128320,,,en,,False,3,The role of the Nudge Unit and ‘herd immunity’ - this quote is bang on. https://t.co/m6ntXk6Jed #coronavirus #COVIDー19 #covid19 https://t.co/Ee0cqomYYs,Obey___,3846,"Mega City One, Scotland",Judge Grumpy,Obey___,
4775,Sat Apr 11 20:20:54 +0000 2020,coronavirus CivilRights privacy,0,1249069939484311552,,,en,,False,1,"@CNN Love the hat &amp; keen choice words. 
Dual-nat UK/Aussie so doubly my Queen &amp; applaud her diplomatic nudge to MPs of gospel song &amp; anthem ""We shall overcome"".
#coronavirus has seen #CivilRights , #privacy , racism all thrashed. 
Wheely &amp; I'm going out Wed! 
https://t.co/P34hCDRdSa",democracydemon1,910,Australia,Tracey Hoolachan,democracydemon1,
4784,Tue Mar 03 19:05:49 +0000 2020,coronavirus VoteBernie,0,1234917914131648513,,,en,,False,0,"The lack of coordination, accessible care, and readiness from our government for #coronavirus feels a little like a nudge from the universe saying #VoteBernie https://t.co/rnR6n5GsXJ",JamesJamisonJr,175,"Los Angeles, CA",james,JamesJamisonJr,
4785,Wed Apr 29 16:07:00 +0000 2020,Covid19 energysaving,0,1255529022609674242,,,en,,False,0,"During #Covid19 use these #energysaving tips to save on your home energy bill.
https://t.co/O0CH4cWEqC 
--Wash only full loads of laundry. 
--Ban refrigerator hunting expeditions. 
--Resist frequent checking of dishes baking in the oven. 
-- Nudge the thermostat 2 to 3 degrees.",GoodEnergyUS,166,"NY, NJ, CA, MA, IL, TX",Good EnergyUS,GoodEnergyUS,
4787,Wed Apr 01 23:43:48 +0000 2020,libertarians CatholicIntegralists COVID19,0,1245497121853276160,,,en,"Toronto, Ontario",False,0,"And here we were, just picking on Richard Epstein and Adrian Vermeule. This proves we can also mock liberal law professors too, not just #libertarians and #CatholicIntegralists! Soon we’ll be asking what law professor at an elite law school is not spouting #COVID19 nonsense. https://t.co/aF7nqz3TPZ",Shanfaraa,3614,Toronto,"Mohammad Fadel, Mask-Wearing Job Killer",Shanfaraa,
4789,Thu Mar 12 19:17:55 +0000 2020,COVID19 SocialDistancing,4,1238182451299713030,,,en,,False,1,"Not sure what category of nudging this falls under...  #COVID19 #SocialDistancing 
https://t.co/BDFK9n4MEh",LeahRosenzweig,551,,Leah Rosenzweig,LeahRosenzweig,
4791,Thu Mar 19 03:16:28 +0000 2020,DearBernie DearBernieFam MedicareForAll coronavirus,4,1240477209166352385,,,en,,False,3,"#DearBernie &amp; #DearBernieFam...

Looks like you're nudging up in the polls! 

https://t.co/SkFeNdO4UR

We love you.

#MedicareForAll #coronavirus",iamelisabethp,6389,"Tacoma, WA",🌊Elisabeth Parker🌹,iamelisabethp,
4798,Tue Mar 17 13:19:29 +0000 2020,onpoli Coronavirus,1,1239904189452562432,,,en,,,0,"@JustinTrudeau , @fordnation and @JohnTory must change the message. Instead of saying ""stay home"", you must send a message to employers, urging them to encourage employees to stay home. Many are too afraid to stay home without that nudge from their employer. #onpoli #Coronavirus",LegitTourist,52,"Toronto, Ontario, Canada",Legit Tourist,LegitTourist,
4802,Thu Mar 26 12:31:18 +0000 2020,CoronaVirus,0,1243153552266219520,,,en,,,0,"The experts don’t listen to experts and accept everything they say, they disagree with each other, often.

#CoronaVirus 

Models.  Assumptions. The nonsense which is behavioural ‘science’.  None of these are certain at all. They are educated guesses.

All deserve scrutiny.",JosefK2020,427,,JaytheGodless,JosefK2020,
4816,Thu Mar 12 19:33:14 +0000 2020,coronavirus,2,1238186308427792391,,,en,,,0,I get the concern in using behavioural science in the U.K. response to #coronavirus - but ask yourself if you would be so willing to dismiss the exact same scientific advice if it were being given to a Labour government?,peterrhague,1178,UK,Peter Hague,peterrhague,
4818,Thu Mar 12 14:46:51 +0000 2020,,0,1238114237744140289,1.2381108470057984e+18,DrStedx,en,,,15,RT @DrStedx: HE IS NOT CORONAVIRUS SCIENCE ADVISOR HE IS A PSYCHOLOGIST AND HEAD OF THE FUCKING NUDGE UNIT WHAT THE FUCK ARE YOU DOING,press_not_sorry,1901,,Two Metre Rule,press_not_sorry,
4820,Tue Mar 31 02:10:09 +0000 2020,,14,1244809176842252288,,,en,,False,1,What a beautiful nudge. cc @R_Thaler https://t.co/6UY2eVuUWB,GregorMacdonald,18043,"Portland, OR",Gregor Macdonald,GregorMacdonald,
4821,Thu Apr 09 21:15:45 +0000 2020,ChineseVirus ChinaLiedPeopleDied,0,1248358965349511168,,,en,,False,0,"That doesn't justify to use substandard Chinese Products.
You Guys better focus on your slaves.
#ChineseVirus #ChinaLiedPeopleDied https://t.co/IqX0AOoh8m",Rx_Saturn,1,Milky Way,Retro Saturn,Rx_Saturn,
4822,Mon Mar 16 19:34:34 +0000 2020,,0,1239636194046160897,,,en,"North West, England",False,0,This is so true. It is endemic in many organisations https://t.co/ONNJjiusRL,pmholling,67,"Manchester, UK",Making Good Decisions with Uncertainty,pmholling,
4824,Sun Apr 05 16:45:02 +0000 2020,COVID19,10,1246841287648727045,,,en,,False,4,"To understand which messages are resonating with communities around the world, IDEO launched the #COVID19 Communication Inspiration Challenge re: ppl's experience with COVID-19 communications. 1000s of people participated from 80+ countries. Results will be shared in webinar. https://t.co/fhUHF5qKo0",Nedra,5958,Jerusalem • Los Angeles,Nedra Weinreich 🗺,Nedra,
4825,Mon Apr 06 19:48:31 +0000 2020,Hydroxycloroquine Trump Fauci,0,1247249848182530048,,,en,,False,0,"Individual one highly recommends this #Hydroxycloroquine to ALL his supporters, after all #Trump knows all, WTF does #Fauci know? Hint hint nudge nudge! https://t.co/Rxa9zuAsp5 https://t.co/B80Z2ORkZ4",PwrChip,1874,StarDust particle in the COSMOS,STAR,PwrChip,
4826,Wed Mar 25 09:44:18 +0000 2020,Sudan Covid19,16,1242749139479379968,,,en,"الدوحة, دولة قطر",False,11,"In #Sudan the lab collected behavioral data to understand binge consumption. This can help in rationalizing individual behavior &amp; nudging individuals towards better decision making &amp; to help inform rapid response from politicians, policy makers &amp; authorities.
#Covid19
@UNDP_Sudan https://t.co/MQPJkBrX8Z",qatar_fund,10524,"Doha, Qatar",Qatar Fund For Development صندوق قطر للتنمية,qatar_fund,
4829,Thu Mar 26 19:58:10 +0000 2020,,1,1243266010821595136,,,en,,False,0,"One thing that would help people trying to model the # of people infected...

Would be for UK govt to publish results of the ""robust surveillance"" + ""sample testing"" they've apparently been doing for a month now.

https://t.co/XGQRwT1Uke

Or... pollsters?

https://t.co/Z2g3MNbDsX https://t.co/zYiPiFikBL",JamieWoodhouse,7181,London,Jamie Woodhouse,JamieWoodhouse,
