,Unnamed: 0,created_at,hashtags,favorite_count,id,reweet_id,retweet_screen_name,lang,place,possibly_sensitive,retweet_count,text,user_screen_name,user_followers_count,user_location,user_name,user_screen_name.1,user_time_zone,text_cl,subkeywords,relevant_subkwords
1066,4116,Sun Apr 26 05:29:30 +0000 2020,coronavirus,2,1.254281427967E+018,,,en,,False,0,"'Change thinking, save lives': can Rio's nudge unit halt #coronavirus? https://t.co/lqKXVoRBr2",lubashivaya,1784,"Georgia, USA",Luiz F.C.R.M.Botelho 🇧🇷🇵🇹🇮🇹🇦🇷🇲🇽🇺🇸🇨🇦,lubashivaya,,"'change thinking, save lives': can rio's nudge unit halt #coronavirus? https://t.co/lqkxvorbr2","['nudge unit', 'nudge', 'corona']",['nudge unit']
1068,4119,Sat Mar 14 09:03:51 +0000 2020,COVID19,2,1.23875269373845E+018,,,en,,,0,"Still very bothered by UK’s high-risk #COVID19 strategy. Reliance on behaviour change via nudges has limits. Most obvious is (lack of) time. UK about 14 days behind Italy in virus progression. Can large percentage of population choose to change in two weeks? No expert, but..",NeilMaiden,1847,London/Venezia,Neil Maiden,NeilMaiden,,"still very bothered by uk’s high-risk #covid19 strategy. reliance on behaviour change via nudges has limits. most obvious is (lack of) time. uk about 14 days behind italy in virus progression. can large percentage of population choose to change in two weeks? no expert, but..","['behaviour change', 'nudges', 'nudge', 'covid']","['behaviour change', 'nudges']"
1072,4136,Fri Mar 13 16:06:02 +0000 2020,,0,1.23849654918287E+018,1.23847753927995E+018,peterjukes,en,,,9,"RT @peterjukes: Thank god for real experts on Pandemics and Healthcare, rather Nudge Unit behavioural scientists.",curiocat13,3868,,"Camilla van Gerbig 😷 Mask Up, Save Lives 3.5%",curiocat13,,"rt @peterjukes: thank god for real experts on pandemics and healthcare, rather nudge unit behavioural scientists.","['nudge unit', 'behavioural scientists', 'behavioural scientist', 'nudge', 'pandemic']","['nudge unit', 'behavioural scientists']"
1074,4144,Sun Mar 22 17:51:36 +0000 2020,DominicCummings BorisJohnson covidー19uk COVIDー19 coronavirus COVID19 lockdownUKnow CoronaCrisisuk SundayThoughts,2,1.24178460976493E+018,,,en,,False,1,"Another ‘win’ for #DominicCummings and those oh so clever behavioural ’scientists’ in #BorisJohnson’s NudgeUnit...

#covidー19uk #COVIDー19 #coronavirus #COVID19 #lockdownUKnow #CoronaCrisisuk #SundayThoughts https://t.co/vu1M3PA6Tb",HatsOfDefiance,2069,EU ,SmallHatsOfDefiance #FBPE #FBR,HatsOfDefiance,,"another ‘win’ for #dominiccummings and those oh so clever behavioural ’scientists’ in #borisjohnson’s nudgeunit...

#covidー19uk #covidー19 #coronavirus #covid19 #lockdownuknow #coronacrisisuk #sundaythoughts https://t.co/vu1m3pa6tb","['nudgeunit', 'nudge', 'corona', 'covid']","['nudgeunit', 'behavioural scientists']"
1078,4162,Thu Apr 23 19:50:27 +0000 2020,coronavirus LoanCharge,39,1.25341093117172E+018,,,en,,False,34,"@nytimesworld Unfortunately among 'scientists' guiding UK Gov over #coronavirus are behavioral 'scientists' @B_I_Tweets the inspiration for HMRC 'nudge theory' letters which caused at least seven #LoanCharge suicides.
https://t.co/xpt3reYGk1 https://t.co/g0YJa7wJdk",NotRichYoungFa1,977,"South East, England",Jim B Brown #LCAG,NotRichYoungFa1,,"@nytimesworld unfortunately among 'scientists' guiding uk gov over #coronavirus are behavioral 'scientists' @b_i_tweets the inspiration for hmrc 'nudge theory' letters which caused at least seven #loancharge suicides.
https://t.co/xpt3reygk1 https://t.co/g0yja7wjdk","['nudge', 'nudge theory', 'corona']","['behavioural scientists', 'nudge theory']"
1079,4167,Tue Apr 07 19:39:36 +0000 2020,,0,1.24760999515333E+018,,,en,,False,0,"Believe Psychologists could be playing a much bigger role in helping people change their behaviour - social distance more effectively in public. Could also be advising decision-makers on how to most effectively achieve behaviour change (soc distn) through right tone, message etc https://t.co/of3b93kPHv",CynthiaRoseSA,297,"Johannesburg, South Africa",Cynthia Rose,CynthiaRoseSA,,"believe psychologists could be playing a much bigger role in helping people change their behaviour - social distance more effectively in public. could also be advising decision-makers on how to most effectively achieve behaviour change (soc distn) through right tone, message etc https://t.co/of3b93kphv","['behaviour change', 'psychologists', 'psychologist']","['behaviour change', 'psychologists']"
1090,4205,Sun Mar 22 09:32:57 +0000 2020,,6,1.24165911943569E+018,,,en,,False,1,"@DPJHodges @campbellclaret Bollocks @DPJHodges ...

Here we see Dr David Halpern of the Behavioural Insights Team speaking on the record to the BBC on 11th March.

Halpern sits, or did then, on SAGE.

https://t.co/HemuIMC1e5",MarkHazard2020,68,Transworld Consortium.,Mark Hazard,MarkHazard2020,,"@dpjhodges @campbellclaret bollocks @dpjhodges ...

here we see dr david halpern of the behavioural insights team speaking on the record to the bbc on 11th march.

halpern sits, or did then, on sage.

https://t.co/hemuimc1e5","['halpern', 'behavioural insights team', 'behavioural insight', 'behavioural insights']","['halpern', 'behavioural insights team']"
1092,4214,Tue Mar 17 10:51:08 +0000 2020,NudgeTheory,0,1.23986685703884E+018,,,en,,False,0,Interesting to see the Railways use #NudgeTheory to reduce crowds on the railway station. https://t.co/ovaaAUSZIZ,SNJ_tweets,181,Hong Kong,Sharang,SNJ_tweets,,interesting to see the railways use #nudgetheory to reduce crowds on the railway station. https://t.co/ovaaausziz,"['nudge', 'nudgetheory']",['nudgetheory']
1093,4222,Thu Mar 05 21:30:09 +0000 2020,coronavirus,2,1.23567901286699E+018,,,en,,False,0,Great to see behavioural scientists contributing! 👍 @SusanMichie @jimmcmanusph @Stu_King_Hh #coronavirus https://t.co/UXdB37KYu0,Wendy_J_Wills,2200,,Wendy Wills,Wendy_J_Wills,,great to see behavioural scientists contributing! 👍 @susanmichie @jimmcmanusph @stu_king_hh #coronavirus https://t.co/uxdb37kyu0,"['michie', 'behavioural scientists', 'behavioural scientist', 'corona']","['michie', 'behavioural scientists']"
1094,4229,Tue May 19 10:10:04 +0000 2020,,130,1.26268695577248E+018,,,en,,False,53,Excellent work by the Nudge Unit’s Dr David Halpern in “cocooning” the vulnerable. Glad the commentariat applauded like sea lions at his overwhelming intelligence instead of asked what the fuck he was talking about https://t.co/jNofh1DDiE,rosagilbert,3656,,Rosa,rosagilbert,,excellent work by the nudge unit’s dr david halpern in “cocooning” the vulnerable. glad the commentariat applauded like sea lions at his overwhelming intelligence instead of asked what the fuck he was talking about https://t.co/jnofh1ddie,"['halpern', 'nudge unit', 'nudge']","['halpern', 'nudge unit']"
1107,4295,Wed Apr 15 01:14:21 +0000 2020,Coronavirus,0,1.25023094942771E+018,,,en,,False,0,"Authoritarian psychologists getting v.fired up by the erosion of rights due to #Coronavirus: @SusanMichie of @UCLBehaveChange calls for offices &amp; hotels to be seized🙄

Irrelevant to them places like Caversham Heath golf club are already open voluntarily. 
https://t.co/0EBAFg34DN",ScottosMaximos,1164,London Cornish,Scottos Maximos,ScottosMaximos,,"authoritarian psychologists getting v.fired up by the erosion of rights due to #coronavirus: @susanmichie of @uclbehavechange calls for offices &amp; hotels to be seized🙄

irrelevant to them places like caversham heath golf club are already open voluntarily. 
https://t.co/0ebafg34dn","['michie', 'psychologists', 'psychologist', 'corona']","['michie', 'psychologists']"
1108,4300,Thu May 14 09:16:37 +0000 2020,lockdown Socialdistancing COVID19,1,1.26086156702687E+018,,,en,,False,0,"(((David Solomon Halpern))) is the CEO of Behavioural Insights Team which is a company working with the UK to manipulate public opinion in favour of the #lockdown , #Socialdistancing &amp; otr #COVID19 matters He is also a director in many otr companies 
https://t.co/xkUEyPRlgb https://t.co/CKxXS38OJD",SecondRepublic1,136,,NWO Broadcasting Corp,SecondRepublic1,,"(((david solomon halpern))) is the ceo of behavioural insights team which is a company working with the uk to manipulate public opinion in favour of the #lockdown , #socialdistancing &amp; otr #covid19 matters he is also a director in many otr companies 
https://t.co/xkueyprlgb https://t.co/ckxxs38ojd","['halpern', 'behavioural insights team', 'behavioural insight', 'behavioural insights', 'covid']","['halpern', 'behavioural insights team']"
1124,4348,Wed Mar 11 09:32:38 +0000 2020,covid19,80,1.23767277431279E+018,,,en,,False,58,"I was wondering where the discernible “let’s not cry wolf” #covid19 strategy was coming from. Turns out it’s from the Nudge Unit. In other words, pseudoscience. This does not fill me with confidence. https://t.co/D7MHqEFw8d",carolinejmolloy,15907,Gloucestershire/London,CarolineJMolloy,carolinejmolloy,,"i was wondering where the discernible “let’s not cry wolf” #covid19 strategy was coming from. turns out it’s from the nudge unit. in other words, pseudoscience. this does not fill me with confidence. https://t.co/d7mhqefw8d","['nudge unit', 'nudge', 'covid']",['nudge unit']
1125,4349,Sun Mar 22 09:22:13 +0000 2020,,0,1.24165641567835E+018,,,en,,False,0,👇👇👇 The nudge theory bullshit source 👇👇👇 https://t.co/XQ5UAIRG1K,SarahSpoorUK,887,"London, England",⚫Sarah Spoor,SarahSpoorUK,,👇👇👇 the nudge theory bullshit source 👇👇👇 https://t.co/xq5uairg1k,"['nudge', 'nudge theory']",['nudge theory']
1130,4375,Wed Mar 25 14:21:11 +0000 2020,coronavirus,0,1.24281881683452E+018,,,en,,,0,"If there's one thing I hope the #coronavirus *does* kill, it's bloody Nudge Theory. That deserves to be buried at the Earth's core or fired into the sun.",MuftiOfMunchies,187,In your mind.,The Grand Mufti Of Munchies,MuftiOfMunchies,,"if there's one thing i hope the #coronavirus *does* kill, it's bloody nudge theory. that deserves to be buried at the earth's core or fired into the sun.","['nudge', 'nudge theory', 'corona']",['nudge theory']
1134,4414,Tue May 19 08:11:28 +0000 2020,COVID19 behaviouralinsights nudge,0,1.26265710798961E+018,,,en,,False,0,"Francesco Bogliacino ha ritwittato
Open Evidence
@OpenEvidence New flexibility enabled by the #COVID19 crisis could pave the way for new innovative processes within organisations, where #behaviouralinsights and the #nudge theory become key. https://t.co/GwXJPGtW1v",ccodag,177,cognitive flâneur,Cristiano Codagnone,ccodag,,"francesco bogliacino ha ritwittato
open evidence
@openevidence new flexibility enabled by the #covid19 crisis could pave the way for new innovative processes within organisations, where #behaviouralinsights and the #nudge theory become key. https://t.co/gwxjpgtw1v","['behaviouralinsight', 'behaviouralinsights', 'nudge', 'nudge theory', 'covid']","['behaviouralinsights', 'nudge theory']"
1136,4425,Fri Mar 13 13:53:56 +0000 2020,coronavirus,0,1.23846330778854E+018,,,en,,False,0,Why is the government relying on nudge theory to fight #coronavirus? https://t.co/WcjNFnmAOZ,ereguly,8011,Rome,Eric Reguly,ereguly,,why is the government relying on nudge theory to fight #coronavirus? https://t.co/wcjnfnmaoz,"['nudge', 'nudge theory', 'corona']",['nudge theory']
1140,4432,Fri Mar 20 12:22:42 +0000 2020,,9,1.24097706412106E+018,,,en,,False,0,nudge unit really earning their bread this week https://t.co/Ww4OcUtO0k,dreamboatslim,2011,England ,Heraclitus,dreamboatslim,,nudge unit really earning their bread this week https://t.co/ww4ocuto0k,"['nudge unit', 'nudge']",['nudge unit']
1144,4441,Tue Mar 31 08:29:51 +0000 2020,coronavirus Nudge,0,1.24490472903914E+018,,,en,,False,0,"Just a thought: how could nudge theory help enforcing social distancing, if at all?

#coronavirus #Nudge 

https://t.co/nLS2u8hb2w",UrajimaTaro,189,,Sammy🇧🇷🇯🇵,UrajimaTaro,,"just a thought: how could nudge theory help enforcing social distancing, if at all?

#coronavirus #nudge 

https://t.co/nls2u8hb2w","['nudge', 'nudge theory', 'corona']",['nudge theory']
1146,4445,Sat Jun 06 11:19:56 +0000 2020,,0,1.26922752173792E+018,,,en,,False,0,"This has not aged well. How can the government say they weren't pursuing a herd immunity strategy when we have this on record? This is David Halpern, head of the Behavioural Insights Team (unofficially known as the Nudge Unit) spun out from the Cabinet Office. https://t.co/z7ykkLOmam",james__glen,1540,,𝗝𝗔𝗠𝗘𝗦 𝗚𝗟𝗘𝗡,james__glen,,"this has not aged well. how can the government say they weren't pursuing a herd immunity strategy when we have this on record? this is david halpern, head of the behavioural insights team (unofficially known as the nudge unit) spun out from the cabinet office. https://t.co/z7ykklomam","['halpern', 'nudge unit', 'behavioural insights team', 'behavioural insight', 'behavioural insights', 'nudge', 'herd immunity']","['halpern', 'nudge unit', 'behavioural insights team', 'herd immunity']"
1149,4458,Thu Apr 09 16:14:27 +0000 2020,COVID19,3,1.24828314061293E+018,,,en,,False,2,"David Hookes looks at how, under the guidance of the fabled 'nudge unit', the government set the UK on a path towards 400,000 deaths from #COVID19. https://t.co/QLMrdjTE2A https://t.co/0ga7Nkqs0d",Chartist48,1529,The world of socialism ,Chartist Magazine,Chartist48,,"david hookes looks at how, under the guidance of the fabled 'nudge unit', the government set the uk on a path towards 400,000 deaths from #covid19. https://t.co/qlmrdjte2a https://t.co/0ga7nkqs0d","['nudge unit', 'nudge', 'covid']",['nudge unit']
1151,4462,Thu Apr 16 13:04:50 +0000 2020,,0,1.25077213598059E+018,,,en,,False,0,I personally would also want to ask the Behavioural Insights Team @B_I_Tweets whether they feel responsible for providing a “no physical distancing” advice to the government. I believe that this advice costed UK many lives... https://t.co/D70s9pUiBk,decisionalysis,2001,"Birmingham and London, England",Ganna Pogrebna,decisionalysis,,i personally would also want to ask the behavioural insights team @b_i_tweets whether they feel responsible for providing a “no physical distancing” advice to the government. i believe that this advice costed uk many lives... https://t.co/d70s9puibk,"['behavioural insights team', 'behavioural insight', 'behavioural insights']",['behavioural insights team']
1157,4477,Sat Mar 14 09:43:38 +0000 2020,NudgeTheory psychology covid19,3,1.23876270262286E+018,,,en,"Weston-super-Mare, England",False,0,"Maybe we are in the treatment group after all...

https://t.co/a3dJ2FUdXi

#NudgeTheory #psychology #covid19",keithmobrien,1677,"London, UK",Dr Keith O' Brien,keithmobrien,,"maybe we are in the treatment group after all...

https://t.co/a3dj2fudxi

#nudgetheory #psychology #covid19","['psychology', 'nudge', 'nudgetheory', 'covid']","['psychology', 'nudgetheory']"
